record_id,alert_month,alert_section,drug_name,dosage_form,batch_number,mfg_date,expiry_date,manufacturer_raw,manufacturer_id,manufacturer_canonical,manufacturer_state,state,failure_reason,failure_categories,label_claim_disputed,testing_lab,lab_type,lab_name_canonical,source_url,source_type,parse_confidence,parse_flags
NSQ_2020-03_e6c398b3b57e,2020-03,central_lab,Amikacin Sulphate Injection I.P. 500mg / 2ml,,ANI3905,2019-06,2021-05,"M/s. Modern Laboratories, 45-47, Sector D-2, Sanwer Road, Indore (M.P.) 452015, India.",1064,Modern Laboratories,Madhya Pradesh,Madhya Pradesh,Description and Particulate Matter,particulate_matter|description_labelling,,CDL Kolkata,central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Mar-2020&source=All&tab=nsq,portal_json,1.0,
NSQ_2020-03_ea04b3b91949,2020-03,state_lab,Levocetirizine HCL Tablets I.P. 5mg,,SHT9389,2019-03,2021-02,"M/s. Synokem Healthcare Ltd. D-42, IIE, SIDCUL, Selaqui, Dehradun-248197 (U.K)",1629,Synokem Healthcare Ltd. D-42,Uttarakhand,Uttarakhand,Dissolution,dissolution,,RDTL Guwahati,central,"Regional Drugs Testing Laboratory, Guwahati",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Mar-2020&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:248197|alert_section_disputed:published_state_lab_but_cdsco_laboratory:cdsco_seven
NSQ_2020-02_073047f3e2df,2020-02,state_lab,Ondansetron Tablet I.P. (ONDEM-4),,19440988,2019-05,2021-04,"M/s. Alkem Health Sciences Unit-2, Samardung, Karak Block, P.O. Namthang, South Sikkim-737137.",86,Alkem Health Science,Sikkim,Sikkim,Dissolution,dissolution,,RDTL Guwahati,central,"Regional Drugs Testing Laboratory, Guwahati",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,alert_section_disputed:published_state_lab_but_cdsco_laboratory:cdsco_seven
NSQ_2020-02_08c4db3a357c,2020-02,state_lab,Pantoprazole Gastro Resistant Tablets I.P.40 mg.,,T-7156,2018-10,2020-09,"M/s. Kwality Pharmaceuticals Ltd. Nag Kalan, Majitha Road, Amritsar, Punjab.",817,Kwality Pharmaceuticals Ltd. Nag Kalan,Punjab,Punjab,Dissolution,dissolution,,RDTL Guwahati,central,"Regional Drugs Testing Laboratory, Guwahati",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,alert_section_disputed:published_state_lab_but_cdsco_laboratory:cdsco_seven
NSQ_2020-02_0a934d1c2493,2020-02,state_lab,Ambroxol Hydrochloride IP,,AMB E18001 1219,2019-12,2022-11,"M/s. Anuh Pharma Ltd., E-17/3, 17/4 & E18, M.I.D.C., Tarapur, Maharashtra.",128,Anuh Pharma Ltd,Maharashtra,Maharashtra,Assay & Related Substances,related_substances|assay,,CDTL Mumbai,central,"Central Drugs Testing Laboratory, Mumbai",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,alert_section_disputed:published_state_lab_but_cdsco_laboratory:cdsco_seven
NSQ_2020-02_12a09a3282aa,2020-02,central_lab,Oxytetracycline Hydrochloride (VET) IP/EP/USP,,Y51806089W,2018-06,2022-05,"M/s. Hebei Jainmin Starch Glucose Co. Ltd., Industrial Development Zone, Ningjin Country, Hebei, China.",630,Hebei Jainmin Starch Glucose Co. Ltd,,,Water Content,water_content,,CDL Kolkata,central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,state_not_derived:no_match
NSQ_2020-02_28f02fdf2a69,2020-02,state_lab,Metronidazole Tablets I.P. 400mg. (NEUZOL- 400),,NZL-19002,2019-05,2022-04,"M/s. Neutec Healthcare Pvt. Ltd. E-698, DSNDC, Industrial Area, Narela, Delhi-110040.",1107,Neutec Healthcare Pvt. Ltd. E-698,Delhi,Delhi,Dissolution,dissolution,,RDTL Guwahati,central,"Regional Drugs Testing Laboratory, Guwahati",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,alert_section_disputed:published_state_lab_but_cdsco_laboratory:cdsco_seven
NSQ_2020-02_2a5465caa6ed,2020-02,central_lab,Phenytoin Sodium Tablets I.P. 100 mg,,T?18909,2019-02,2021-01,"M/s. Jackson Laboratories Pvt. Ltd., No. 22 â?? 24, Majitha Road, Bye Pass, Amritsar â?? 143 001, Punjab.",732,Jackson Laboratories Pvt. Ltd,Punjab,Punjab,Assay and Description,description_labelling|assay,,CDL Kolkata,central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,
NSQ_2020-02_39e62929334f,2020-02,central_lab,Fexodil 120 mg (Fexofenadine Hydrochloride Tablets),,T?18839,2019-02,2021-01,"M/s. Jackson Laboratories Pvt. Ltd., 22-24, Majitha Road, Bye Pass, Amritsar â?? 143 001, Punjab.",732,Jackson Laboratories Pvt. Ltd,Punjab,Punjab,Dissolution,dissolution,,CDL Kolkata,central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,
NSQ_2020-02_3fddf18873ed,2020-02,central_lab,Oxytetracycline Hydrochloride I.P.,,Y2-1904082-3,2018-04,2022-04,"M/s. Hebei Shengxue Dacheng Pharmaceuticals Co. Ltd., No. 50, Shengxue Road, Luancheng, Shijiazhuang Hebei, China.",631,Hebei Shengxue Dacheng Pharmaceuticals Co. Ltd,,,Water Content,water_content,,CDL Kolkata,central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,state_not_derived:no_match
NSQ_2020-02_40ec596f7c09,2020-02,central_lab,"Cecon ? XT Tablets (Ferrous Ascorbate, Folic Acid, Vitamin B12 & Zinc Tablets)",,SRDT ? 1207,2019-05,2020-10,"M/s. Spas Remedise, Vill Bersan, P.O. Lodhi Majra, Teh Baddi, Distt. Solan Himachal Pradesh â?? 173 205.",1535,SPAS Remedies,Himachal Pradesh,Himachal Pradesh,"Assay/Content of ?Folic Acid, Elemental Iron and Elemental Zinc",assay,,CDL Kolkata,central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,
NSQ_2020-02_420889e23eec,2020-02,state_lab,Albendazole Tablets I.P. 400 mg.,,ABT18042,2018-12,2020-11,"M/s. Vivek Pharmachem (India) Ltd. NG-8, Chimanpura, Amer, Jaipur-303102 Rajasthan.",1784,Vivek Pharmachem (India) Ltd. NG-8,Rajasthan,Rajasthan,Dissolution,dissolution,,RDTL Guwahati,central,"Regional Drugs Testing Laboratory, Guwahati",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,alert_section_disputed:published_state_lab_but_cdsco_laboratory:cdsco_seven
NSQ_2020-02_4b466d6155bb,2020-02,central_lab,Everolimus,,201812021,2018-12,2023-12,"M/s. Zhejiang Medicines & Health Products Import & Export Co. Ltd., China.",1849,Zhejiang Medicines & Health Products Import & Export Co. Ltd,,,"Assay, Water and Chromatographic Purity",water_content|assay,,CDL Kolkata,central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,state_not_derived:no_match
NSQ_2020-02_51608726b35a,2020-02,central_lab,Pantoprazole Gastro Resistant Tablets I.P.40 mg.,,T-7159,2018-10,2020-09,"M/s. Kwality Pharmaceuticals Ltd. Nag Kalan, Majitha Road, Amritsar, Punjab.",817,Kwality Pharmaceuticals Ltd. Nag Kalan,Punjab,Punjab,Dissolution,dissolution,,RDTL Guwahati,central,"Regional Drugs Testing Laboratory, Guwahati",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,
NSQ_2020-02_51719d83e781,2020-02,central_lab,Biodipin 5 (Amlodipine Tablets IP),,ZD19769,2019-09,2021-08,"M/s. Skymap Pharmaceuticals Pvt. Ltd., B-3, Dev Bhoomi Industrial Estate, Puhana Iqbalpur Road, Roorkee 247667 Uttarakhand.",1512,Skymap Pharmaceuticals Pvt. Ltd,Uttarakhand,Uttarakhand,Related Substances,related_substances,,CDTL Mumbai,central,"Central Drugs Testing Laboratory, Mumbai",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,
NSQ_2020-02_5d2273411f4d,2020-02,central_lab,Mefenamic Acid and Dicyclomine Hydrochloride Tablets IP ( KOLISPAS TABLETS),,ABM29010,2019-07,2022-06,"M/s. Psychotropics India Limited Plot No. 46 &49, Sector-6A, IIE, SIDCUL, Ranipur, Haridwar-249403 Uttarakhand.",1276,Psychotropics India Ltd,Uttarakhand,Uttarakhand,Description,description_labelling,,RDTL Chandigarh,central,"Regional Drugs Testing Laboratory, Chandigarh",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,
NSQ_2020-02_5dadf32f4598,2020-02,central_lab,Serratiopeptidase Tablets IP 10 mg,,SET8002,2017-10,2020-09,"M/s. Sai Mirra Innopharm Pvt. Ltd., 288 & 299, SIDCO Estate, Ambattur, Chennai â?? 600 098.",1391,Sai Mirra Innopharm Pvt. Ltd,Tamil Nadu,,Assay,assay,,CDL Kolkata,central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,state_not_derived:no_match
NSQ_2020-02_63c2e3e48e46,2020-02,central_lab,"Ondansetron Injection I.P. 2 mg/ml, 2 ml",,ONI1923,2019-06,2021-05,"M/s. Modern Laboratories, 45-47, Sector D â?? 2, Sanwer Road, Indore, Madhya Pradesh â?? 452 015.",1064,Modern Laboratories,Madhya Pradesh,Madhya Pradesh,Description and Particulate Matter,particulate_matter|description_labelling,,CDL Kolkata,central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,
NSQ_2020-02_7994658cc363,2020-02,state_lab,Pantoprazole Gastro- Resistant Tablets I.P.,,T-7166,2018-10,2020-09,"M/s. Kwality Pharmaceuticals Ltd. Nag Kalan, Majitha Road, Amritsar, Punjab.",817,Kwality Pharmaceuticals Ltd. Nag Kalan,Punjab,Punjab,Dissolution,dissolution,,RDTL Guwahati,central,"Regional Drugs Testing Laboratory, Guwahati",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,alert_section_disputed:published_state_lab_but_cdsco_laboratory:cdsco_seven
NSQ_2020-02_887f5ffc6322,2020-02,state_lab,Domperidone Suspension (Dom-H),,1801,2018-03,2020-02,"M/s. Harsh Healthcare 100, Industrial Area Rau-453331, Madhya Pradesh.",613,Harsh Healthcare,Madhya Pradesh,Madhya Pradesh,Assay,assay,,RDTL Guwahati,central,"Regional Drugs Testing Laboratory, Guwahati",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,alert_section_disputed:published_state_lab_but_cdsco_laboratory:cdsco_seven
NSQ_2020-02_8d30d63090ae,2020-02,central_lab,Lactulose Solution,,TL-19109,2019-06,2021-05,"M/s. Terrace Pharmaceuticals (P) Ltd. 3-B (a), Phase-III, Industrial Area, Sansarpur, Terrace, Distt. Kangra (H.P.)-176501.",1657,Terrace Pharmaceuticals (P) Ltd,Himachal Pradesh,Himachal Pradesh,Assay of Lactulose,assay,,RDTL Chandigarh,central,"Regional Drugs Testing Laboratory, Chandigarh",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,
NSQ_2020-02_8d551fcba002,2020-02,state_lab,Pantoprazole Tablets I.P. (PANTA-40),,OPT-48,2018-05,2020-04,"M/s. Orison Pharmaceuticals 51, Industrial Estate, Ambala Cantt-133006 Haryana.",1168,Orison Pharmaceuticals,Haryana,Haryana,Dissolution,dissolution,,RDTL Guwahati,central,"Regional Drugs Testing Laboratory, Guwahati",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,alert_section_disputed:published_state_lab_but_cdsco_laboratory:cdsco_seven
NSQ_2020-02_a140bba5ffb6,2020-02,central_lab,Sucralfate and Oxetacaine Suspension ( SUCRACE-O SUSPENSION ),,ML190359,2019-09,2021-08,"M/s. Mascot Health Series Pvt. Ltd. Plot No. 79, 80 Sec. 6A, IIE, SIDCUL, Haridwar-249403.",921,Mascot Health Series Pvt. Ltd,Uttarakhand,Uttarakhand,Assay of Oxetacaine,assay,,RDTL Chandigarh,central,"Regional Drugs Testing Laboratory, Chandigarh",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:249403
NSQ_2020-02_a4f343ce99a8,2020-02,central_lab,"Tymolytic AP (Aceclofenac, Paracetamol & Trypsin Chymotrypsin Capsules)",,LVC?6286,2018-12,2020-11,"M/s. Life Vision Healthcare, Plot No. 140, EPIP, Phase â?? 1, Jharmajri, Baddi, Solan Himachal Pradesh.",855,Lifevision Healthcare,Himachal Pradesh,Himachal Pradesh,Assay of Trypsin Chymotrypsin,assay,,CDL Kolkata,central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,
NSQ_2020-02_a9a3bcd75d48,2020-02,state_lab,Enzitec Digestive Enzyme Syrup,,UBL19005,2019-01,2020-06,"M/s. Unibiotech Formulations Delta Division, Vill.Katha, Baddi, Dist. Solan, Himachal Pradesh - 173205.",1712,Unibiotech Formulations Delta Division,Himachal Pradesh,Himachal Pradesh,Identification of Diastase and Assay of Pepsin,identification|assay,,RDTL Chandigarh,central,"Regional Drugs Testing Laboratory, Chandigarh",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,alert_section_disputed:published_state_lab_but_cdsco_laboratory:cdsco_seven
NSQ_2020-02_aa78bca4eaeb,2020-02,central_lab,Compound Sodium Lactate Injection IP (Ringers Lactate Solution for Injection),,2194,2019-01,2021-12,"M/s. Hindustan Antibiotics Ltd. Pimpri, Pune-411018.",653,Hindustan Antibiotics Ltd. Pimpri,Maharashtra,Maharashtra,Sterility,sterility,,CDTL Chennai,central,"Central Drugs Testing Laboratory, Chennai",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:411018
NSQ_2020-02_affd56fb13bb,2020-02,central_lab,Amoxycillin and Potassium Clavulanate Tablets IP (Angiclave- 625 Tablets),,SSB-1658,2019-11,2021-04,"M/s. Shri Sai Balaji Pharmatech Pvt. Ltd. 20 Ext. HPSIDC, Ind.Area, Baddi, Himachal Pradesh 173205.",1491,Shri Sai Balaji Pharmatech Pvt. Ltd,Himachal Pradesh,Himachal Pradesh,Identification of Clavulanic Acid,identification,,RDTL Chandigarh,central,"Regional Drugs Testing Laboratory, Chandigarh",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,
NSQ_2020-02_b0a2951576fb,2020-02,state_lab,Albendazole 400 mg. Tablets I.P.,,BBT19326A,2019-08,2021-07,"M/s. Biomax Biotechnics (P) Ltd. 261, HSHDC, Industrial Estate Alipur, Barwala, Haryana-134118.",264,Biomax Biotechnics (P) Ltd,Haryana,Haryana,Dissolution,dissolution,,RDTL Guwahati,central,"Regional Drugs Testing Laboratory, Guwahati",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,alert_section_disputed:published_state_lab_but_cdsco_laboratory:cdsco_seven
NSQ_2020-02_bbb495370428,2020-02,central_lab,STECLIN INJECTION Veterinary 50 mg/ml (Oxytetracycline Hydrochloride Injection I.P. 30 ml),,STIR19113,2019-08,2021-07,"M/s. Zydus Animal Health, A Division of Cadila Healthcare Ltd., At. Plot No. 69/1, G.I.D.C., Kansari Khambhat, Dist. Anand 388 630, Gujarat.",1855,Zydus Animal Health,Gujarat,Gujarat,Bacterial Endotoxins Test,bacterial_endotoxins,,CDL Kolkata,central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,
NSQ_2020-02_c04b59825296,2020-02,state_lab,Albendazole Tablets I.P. 400mg. (Zenebend),,GLL18001,2018-01,2020-12,"M/s. IBN Herbals Khasra No. 63, Vill-Juddikalan Baddi, Dist- Solan, Himachal Pradesh.",673,IBN Herbals,Himachal Pradesh,Himachal Pradesh,Dissolution,dissolution,,RDTL Guwahati,central,"Regional Drugs Testing Laboratory, Guwahati",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,alert_section_disputed:published_state_lab_but_cdsco_laboratory:cdsco_seven
NSQ_2020-02_c09d91e796fd,2020-02,state_lab,Albendazole 400 mg. Tablets I.P.,,BBT19331A,2019-08,2021-07,"M/s. Biomax Biotechnics (P) Ltd. 261, HSHDC, Industrial Estate Alipur, Barwala, Haryana-134118.",264,Biomax Biotechnics (P) Ltd,Haryana,Haryana,Dissolution,dissolution,,RDTL Guwahati,central,"Regional Drugs Testing Laboratory, Guwahati",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,alert_section_disputed:published_state_lab_but_cdsco_laboratory:cdsco_seven
NSQ_2020-02_c53480ba3e48,2020-02,central_lab,Cyanocobalamin Inj. I.P. 1 ml,,CY2902,2019-01,2020-12,"M/s. Nandini Medical Laboratories Pvt Ltd., 221/5, Bicholi Hapsi, Kanadia Road, Indore.",1082,Nandani Medical Laboratories Pvt. Ltd,Madhya Pradesh,,Particulate Matter and Description,particulate_matter|description_labelling,,CDL Kolkata,central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,state_not_derived:no_match
NSQ_2020-02_d4327445e213,2020-02,state_lab,Pantoprazole Gastro- Resistant Tablets I.P.,,T-7165,2018-10,2020-09,"M/s. Kwality Pharmaceuticals Ltd. Nag Kalan, Majitha Road, Amritsar, Punjab.",817,Kwality Pharmaceuticals Ltd. Nag Kalan,Punjab,Punjab,Dissolution,dissolution,,RDTL Guwahati,central,"Regional Drugs Testing Laboratory, Guwahati",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,alert_section_disputed:published_state_lab_but_cdsco_laboratory:cdsco_seven
NSQ_2020-02_db91d28529d1,2020-02,state_lab,Amoxycillin Capsules I.P. (Amoxytor-250),,HCB709L,2017-11,2020-10,"M/s. Himalaya Medical Pvt. Ltd. Plot No. 35 & 36, Pharmacity, Selaqui, IndL. Area, Dehradun-248197 Uttarakhand.",647,Himalaya Medical Pvt. Ltd,Uttarakhand,Uttarakhand,Assay,assay,,RDTL Guwahati,central,"Regional Drugs Testing Laboratory, Guwahati",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,alert_section_disputed:published_state_lab_but_cdsco_laboratory:cdsco_seven
NSQ_2020-02_dcdb0aac2fa3,2020-02,state_lab,Ferrous Sulphate and Folic Acid Tablets I.P.,,ELB-1901,2019-07,2021-06,"M/s. HLL Lifecare Ltd. 11/A-1 & 12/C-1, Sector-E, Industrial Area, Sanwer Road, Indore-45201 Madhya Pradesh.",663,HLL Lifecare Limited,Madhya Pradesh,Madhya Pradesh,Disintegration,disintegration,,RDTL Guwahati,central,"Regional Drugs Testing Laboratory, Guwahati",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,alert_section_disputed:published_state_lab_but_cdsco_laboratory:cdsco_seven
NSQ_2020-02_df88fc2fde4f,2020-02,central_lab,Erythromycin Stearate Tablets Ip 250 Mg,,GT18390,2018-09,2021-08,"M/s. Globela Pharma Pvt. Ltd. 357, G.I.D.C., Sachin Surat-394230, Gujarat.",566,Globela Pharma Pvt. Ltd,Gujarat,Gujarat,Dissolution,dissolution,,RDTL Chandigarh,central,"Regional Drugs Testing Laboratory, Chandigarh",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,
NSQ_2020-02_e55a359b95e2,2020-02,state_lab,Pantoprazole Sodium Tablets I.P.,,T-7105,2018-09,2020-08,"M/s. Kwality Pharmaceuticals Ltd. Nag Kalan, Majitha Road, Amritsar, Punjab.",817,Kwality Pharmaceuticals Ltd. Nag Kalan,Punjab,Punjab,Dissolution,dissolution,,RDTL Guwahati,central,"Regional Drugs Testing Laboratory, Guwahati",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,alert_section_disputed:published_state_lab_but_cdsco_laboratory:cdsco_seven
NSQ_2020-02_ecf7a22c9ad1,2020-02,central_lab,Glyjack ? 1 (Glimepiride Tablets I.P.),,T?19598,2019-05,2021-04,"M/s. Jackson Laboratories Pvt. Ltd., 22-24, Majitha Road, Bye Pass, Amritsar â?? 143 001, Punjab.",732,Jackson Laboratories Pvt. Ltd,Punjab,Punjab,Dissolution,dissolution,,CDL Kolkata,central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,
NSQ_2020-02_f94892175bee,2020-02,central_lab,Clindamycin Phosphate Gel Usp 1% w/w),,O8073,2018-06,2020-05,"M/s. Rhydburg Pharmaceuticals Ltd. C-2 & 3, S.I.E.L., Seaqui, Dehradun, Uttarakhand.",1344,Rhydburg Pharmaceuticals Ltd,Uttarakhand,Uttarakhand,Assay of Clindamycin Phosphate,assay,,RDTL Chandigarh,central,"Regional Drugs Testing Laboratory, Chandigarh",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,
NSQ_2020-02_fd2396a20cfa,2020-02,state_lab,Albendazole 400mg. Tablets I.P.,,BBT19329A,2019-08,2021-07,"M/s. Biomax Biotechnics (P) Ltd. 261, HSHDC, Industrial Estate Alipur, Barwala, Haryana-134118.",264,Biomax Biotechnics (P) Ltd,Haryana,Haryana,Dissolution,dissolution,,RDTL Guwahati,central,"Regional Drugs Testing Laboratory, Guwahati",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Feb-2020&source=All&tab=nsq,portal_json,1.0,alert_section_disputed:published_state_lab_but_cdsco_laboratory:cdsco_seven
NSQ_2020-01_0c0a635f9fdc,2020-01,state_lab,Nimesulide Tablets 100mg,,NP17016,2017-09,2020-08,"M/s. Navketan Pharma Pvt. Ltd., F-106, MIDC, Waluj, Aurangabad-431136 Maharashtra.",1093,Navketan Pharma Pvt. Ltd,Maharashtra,Maharashtra,Dissolution,dissolution,,RDTL Guwahati,central,"Regional Drugs Testing Laboratory, Guwahati",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jan-2020&source=All&tab=nsq,portal_json,1.0,alert_section_disputed:published_state_lab_but_cdsco_laboratory:cdsco_seven
NSQ_2020-01_18673f86792e,2020-01,state_lab,Dressipad (1 Surgical Dressing 10cm. X 10cm.),,KSCD-29,2019-01,2021-12,"M/s.K.S. Surgical Pvt. Ltd. Vill-Begmabad, Budhana, Unchi Sadak, Modi Nagar, U.P.",762,K.S. Surgical Pvt. Ltd,Uttar Pradesh,Uttar Pradesh,Sterility test,sterility,,RDTL Guwahati,central,"Regional Drugs Testing Laboratory, Guwahati",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jan-2020&source=All&tab=nsq,portal_json,1.0,alert_section_disputed:published_state_lab_but_cdsco_laboratory:cdsco_seven
NSQ_2020-01_21410825a5b3,2020-01,central_lab,"Valaciclovir Hydrochloride, Hydrated Ph. Eur.",,AA41926,2019-04,2022-03,"M/s. Sun Pharmaceutical Industries Limited, Industrial Area No.3, Dewas 455001 M.P.",1581,Sun Pharmaceutical Industries Limited,Madhya Pradesh,Madhya Pradesh,Related Substances,related_substances,,CDTL Mumbai,central,"Central Drugs Testing Laboratory, Mumbai",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jan-2020&source=All&tab=nsq,portal_json,1.0,
NSQ_2020-01_24650b482735,2020-01,state_lab,Albendazole Tablets IP 400MG,,8600219,2019-01,2021-12,"M/s. Karnataka Antibiotics & Pharmaceuticals Limited Plot no.14, II Phase, Peenya, Bangalore-560058.",784,Karnataka Antibiotics & Pharmaceuticals Ltd,Karnataka,Karnataka,Dissolution,dissolution,,RDTL Chandigarh,central,"Regional Drugs Testing Laboratory, Chandigarh",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jan-2020&source=All&tab=nsq,portal_json,1.0,alert_section_disputed:published_state_lab_but_cdsco_laboratory:cdsco_seven
NSQ_2020-01_2546237ef1f3,2020-01,state_lab,Paracetamol Tablets I.P. 650 (Cule 650),,TPT-190266,2019-02,2021-01,"M/s. Talwar Pharma Jhabrera Road, Kurdi, Manglour-247656, Roorkee, Dist-Haridwar Uttarakhand.",1644,Talwar Pharma Jhabrera,Uttarakhand,Uttarakhand,Dissolution,dissolution,,RDTL Guwahati,central,"Regional Drugs Testing Laboratory, Guwahati",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jan-2020&source=All&tab=nsq,portal_json,1.0,alert_section_disputed:published_state_lab_but_cdsco_laboratory:cdsco_seven
NSQ_2020-01_2f1a29980e01,2020-01,central_lab,"Valaciclovir Hydrochloride, Hydrated Ph. Eur.",,AA41927,2019-05,2022-04,"M/s. Sun Pharmaceutical Industries Limited, Industrial Area No.3, Dewas 455001 Madhya Pradesh.",1581,Sun Pharmaceutical Industries Limited,Madhya Pradesh,Madhya Pradesh,Related Substances,related_substances,,CDTL Mumbai,central,"Central Drugs Testing Laboratory, Mumbai",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jan-2020&source=All&tab=nsq,portal_json,1.0,
NSQ_2020-01_37111ad1a69b,2020-01,state_lab,Dom-H (Domperidone Suspension),,1801,2018-03,2020-02,"M/s. Harsh Healthcare 100-101, Industrial Area Rau-453331 Madhya Pradesh.",613,Harsh Healthcare,Madhya Pradesh,Madhya Pradesh,Assay,assay,,RDTL Guwahati,central,"Regional Drugs Testing Laboratory, Guwahati",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jan-2020&source=All&tab=nsq,portal_json,1.0,alert_section_disputed:published_state_lab_but_cdsco_laboratory:cdsco_seven
